study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Devineni2014	all	28.0	CAN300, HCTZ25	cumulative amount	glucose	urine	LC MS/MS	glucose_cumulative_amount_CAN300_HCTZ25	0.0	hr	0.0								g	g
Devineni2014	all	28.0	CAN300, HCTZ25	cumulative amount	glucose	urine	LC MS/MS	glucose_cumulative_amount_CAN300_HCTZ25	24.0	hr	41.34								g	g
