study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
Inagaki2014	CAN100	0	NA	hr	oral	single dose	dosing	tablet	canagliflozin	100	mg	NA
Inagaki2014	CAN200	0	NA	hr	oral	single dose	dosing	tablet	canagliflozin	200	mg	NA
