study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Sha2014	PBO	18.0	placebo_baseline	concentration	glucose	plasma	LC MS/MS	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mmol/l	NA
Sha2014	PBO	18.0	placebo_baseline	concentration	glucose	plasma	LC MS/MS	24.0	hr	12.4	NA	NA	NA	2.8	NA	NA	mmol/l	NA
Sha2014	PBO	18.0	placebo_d16	concentration	glucose	plasma	LC MS/MS	24.0	hr	11.4	NA	NA	NA	1.4	NA	NA	mmol/l	NA
Sha2014	PBO_K	18.0	placebo_baseline	concentration	glucose	plasma	LC MS/MS	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mmol/l	NA
Sha2014	PBO_K	18.0	placebo_baseline	concentration	glucose	plasma	LC MS/MS	24.0	hr	14.5	NA	NA	NA	3.6	NA	NA	mmol/l	NA
Sha2014	PBO_K	18.0	placebo_d16	concentration	glucose	plasma	LC MS/MS	24.0	hr	11.0	NA	NA	NA	0.9	NA	NA	mmol/l	NA
Sha2014	CAN30	18.0	CAN30_baseline	concentration	glucose	plasma	LC MS/MS	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mmol/l	NA
Sha2014	CAN30	18.0	CAN30_baseline	concentration	glucose	plasma	LC MS/MS	24.0	hr	12.4	NA	NA	NA	1.9	NA	NA	mmol/l	NA
Sha2014	CAN30	18.0	CAN30_d16	concentration	glucose	plasma	LC MS/MS	24.0	hr	11.2	NA	NA	NA	1.0	NA	NA	mmol/l	NA
Sha2014	CAN30_K	18.0	CAN30_baseline	concentration	glucose	plasma	LC MS/MS	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mmol/l	NA
Sha2014	CAN30_K	18.0	CAN30_baseline	concentration	glucose	plasma	LC MS/MS	24.0	hr	13.2	NA	NA	NA	1.9	NA	NA	mmol/l	NA
Sha2014	CAN30_K	18.0	CAN30_d16	concentration	glucose	plasma	LC MS/MS	24.0	hr	9.9	NA	NA	NA	1.0	NA	NA	mmol/l	NA
Sha2014	CAN100	18.0	CAN100_baseline	concentration	glucose	plasma	LC MS/MS	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mmol/l	NA
Sha2014	CAN100	18.0	CAN100_baseline	concentration	glucose	plasma	LC MS/MS	24.0	hr	11.8	NA	NA	NA	2.3	NA	NA	mmol/l	NA
Sha2014	CAN100	18.0	CAN100_d16	concentration	glucose	plasma	LC MS/MS	24.0	hr	9.2	NA	NA	NA	1.4	NA	NA	mmol/l	NA
Sha2014	CAN200	18.0	CAN200_baseline	concentration	glucose	plasma	LC MS/MS	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mmol/l	NA
Sha2014	CAN200	18.0	CAN200_baseline	concentration	glucose	plasma	LC MS/MS	24.0	hr	12.3	NA	NA	NA	2.9	NA	NA	mmol/l	NA
Sha2014	CAN200	18.0	CAN200_d16	concentration	glucose	plasma	LC MS/MS	24.0	hr	9.1	NA	NA	NA	2.4	NA	NA	mmol/l	NA
Sha2014	CAN400	18.0	CAN400_baseline	concentration	glucose	plasma	LC MS/MS	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mmol/l	NA
Sha2014	CAN400	18.0	CAN400_baseline	concentration	glucose	plasma	LC MS/MS	24.0	hr	13.4	NA	NA	NA	3.9	NA	NA	mmol/l	NA
Sha2014	CAN400	18.0	CAN400_d16	concentration	glucose	plasma	LC MS/MS	24.0	hr	9.8	NA	NA	NA	2.0	NA	NA	mmol/l	NA
Sha2014	CAN300_BID	18.0	CAN300_BID_baseline	concentration	glucose	plasma	LC MS/MS	0.0	hr	0.0	NA	NA	NA	0.0	NA	NA	mmol/l	NA
Sha2014	CAN300_BID	18.0	CAN300_BID_baseline	concentration	glucose	plasma	LC MS/MS	24.0	hr	11.4	NA	NA	NA	2.9	NA	NA	mmol/l	NA
Sha2014	CAN300_BID	18.0	CAN300_BID_d16	concentration	glucose	plasma	LC MS/MS	24.0	hr	8.4	NA	NA	NA	1.7	NA	NA	mmol/l	NA
