study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Sha2014	CAN30_K	15.0	CAN30_d1	cumulative amount	glucose	urine	LC MS/MS	-13.0	day	45.1	NA	NA	NA	NA	NA	NA	g	NA
Sha2014	CAN30_K	15.0	CAN30_d16	cumulative amount	glucose	urine	LC MS/MS	0.0	day	0.0	NA	NA	NA	NA	NA	NA	g	NA
Sha2014	CAN30_K	15.0	CAN30_d16	cumulative amount	glucose	urine	LC MS/MS	1.0	day	47.2	NA	NA	NA	NA	NA	NA	g	NA
Sha2014	CAN100	16.0	CAN100_baseline	cumulative amount	glucose	urine	LC MS/MS	-16.0	day	0.0	NA	NA	NA	0.0	NA	NA	g	NA
Sha2014	CAN100	16.0	CAN100_baseline	cumulative amount	glucose	urine	LC MS/MS	-15.0	day	11.5	NA	NA	NA	11.5	NA	NA	g	NA
Sha2014	CAN100	16.0	CAN100_d1	cumulative amount	glucose	urine	LC MS/MS	-14.0	day	0.0	NA	NA	NA	NA	NA	NA	g	NA
Sha2014	CAN100	16.0	CAN100_d1	cumulative amount	glucose	urine	LC MS/MS	-13.0	day	89.6	NA	NA	NA	NA	NA	NA	g	NA
Sha2014	CAN100	16.0	CAN100_d16	cumulative amount	glucose	urine	LC MS/MS	0.0	day	0.0	NA	NA	NA	NA	NA	NA	g	NA
Sha2014	CAN100	16.0	CAN100_d16	cumulative amount	glucose	urine	LC MS/MS	1.0	day	88.1	NA	NA	NA	NA	NA	NA	g	NA
Sha2014	CAN200	16.0	CAN200_baseline	cumulative amount	glucose	urine	LC MS/MS	-16.0	day	0.0	NA	NA	NA	0.0	NA	NA	g	NA
Sha2014	CAN200	16.0	CAN200_baseline	cumulative amount	glucose	urine	LC MS/MS	-15.0	day	22.2	NA	NA	NA	32.9	NA	NA	g	NA
Sha2014	CAN200	16.0	CAN200_d1	cumulative amount	glucose	urine	LC MS/MS	-14.0	day	0.0	NA	NA	NA	NA	NA	NA	g	NA
Sha2014	CAN200	16.0	CAN200_d1	cumulative amount	glucose	urine	LC MS/MS	-13.0	day	128.8	NA	NA	NA	NA	NA	NA	g	NA
Sha2014	CAN200	16.0	CAN200_d16	cumulative amount	glucose	urine	LC MS/MS	0.0	day	0.0	NA	NA	NA	NA	NA	NA	g	NA
Sha2014	CAN200	16.0	CAN200_d16	cumulative amount	glucose	urine	LC MS/MS	1.0	day	110.2	NA	NA	NA	NA	NA	NA	g	NA
Sha2014	CAN400	16.0	CAN400_baseline	cumulative amount	glucose	urine	LC MS/MS	-16.0	day	0.0	NA	NA	NA	0.0	NA	NA	g	NA
Sha2014	CAN400	16.0	CAN400_baseline	cumulative amount	glucose	urine	LC MS/MS	-15.0	day	43.7	NA	NA	NA	67.9	NA	NA	g	NA
Sha2014	CAN400	16.0	CAN400_d1	cumulative amount	glucose	urine	LC MS/MS	-14.0	day	0.0	NA	NA	NA	NA	NA	NA	g	NA
Sha2014	CAN400	16.0	CAN400_d1	cumulative amount	glucose	urine	LC MS/MS	-13.0	day	169.9	NA	NA	NA	NA	NA	NA	g	NA
Sha2014	CAN400	16.0	CAN400_d16	cumulative amount	glucose	urine	LC MS/MS	0.0	day	0.0	NA	NA	NA	NA	NA	NA	g	NA
Sha2014	CAN400	16.0	CAN400_d16	cumulative amount	glucose	urine	LC MS/MS	1.0	day	156.8	NA	NA	NA	NA	NA	NA	g	NA
Sha2014	CAN300_BID	13.0	CAN300_BID_baseline	cumulative amount	glucose	urine	LC MS/MS	-16.0	day	0.0	NA	NA	NA	0.0	NA	NA	g	NA
Sha2014	CAN300_BID	13.0	CAN300_BID_baseline	cumulative amount	glucose	urine	LC MS/MS	-15.0	day	12.5	NA	NA	NA	16.4	NA	NA	g	NA
Sha2014	CAN300_BID	13.0	CAN300_BID_d1	cumulative amount	glucose	urine	LC MS/MS	-14.0	day	0.0	NA	NA	NA	NA	NA	NA	g	NA
Sha2014	CAN300_BID	13.0	CAN300_BID_d1	cumulative amount	glucose	urine	LC MS/MS	-13.0	day	104.1	NA	NA	NA	NA	NA	NA	g	NA
Sha2014	CAN300_BID	13.0	CAN300_BID_d16	cumulative amount	glucose	urine	LC MS/MS	0.0	day	0.0	NA	NA	NA	NA	NA	NA	g	NA
Sha2014	CAN300_BID	13.0	CAN300_BID_d16	cumulative amount	glucose	urine	LC MS/MS	1.0	day	97.8	NA	NA	NA	NA	NA	NA	g	NA
Sha2014	PBO	18.0	placebo_baseline	renal threshold	canagliflozin	urine	LC MS/MS	-15.0	day	13.2	NA	NA	NA	1.7	NA	NA	mmol/l	NA
Sha2014	PBO	18.0	placebo_d16	renal threshold	canagliflozin	urine	LC MS/MS	1.0	day	13.2	NA	NA	NA	1.6	NA	NA	mmol/l	NA
Sha2014	PBO_K	18.0	placebo_baseline	renal threshold	canagliflozin	urine	LC MS/MS	-15.0	day	14.9	NA	NA	NA	2.6	NA	NA	mmol/l	NA
Sha2014	PBO_K	18.0	placebo_baseline	renal threshold	canagliflozin	urine	LC MS/MS	1.0	day	8.5	NA	NA	NA	1.3	NA	NA	mmol/l	NA
Sha2014	CAN30	18.0	CAN30_baseline	renal threshold	canagliflozin	urine	LC MS/MS	-15.0	day	14.4	NA	NA	NA	1.5	NA	NA	mmol/l	NA
Sha2014	CAN30	18.0	CAN30_d16	renal threshold	canagliflozin	urine	LC MS/MS	1.0	day	8.5	NA	NA	NA	1.3	NA	NA	mmol/l	NA
Sha2014	CAN30_K	18.0	CAN30_baseline	renal threshold	canagliflozin	urine	LC MS/MS	-15.0	day	14.1	NA	NA	NA	1.0	NA	NA	mmol/l	NA
Sha2014	CAN30_K	18.0	CAN30_d16	renal threshold	canagliflozin	urine	LC MS/MS	1.0	day	7.6	NA	NA	NA	1.4	NA	NA	mmol/l	NA
Sha2014	CAN100	18.0	CAN100_baseline	renal threshold	canagliflozin	urine	LC MS/MS	-15.0	day	13.0	NA	NA	NA	1.6	NA	NA	mmol/l	NA
Sha2014	CAN100	18.0	CAN100_d16	renal threshold	canagliflozin	urine	LC MS/MS	1.0	day	5.6	NA	NA	NA	1.4	NA	NA	mmol/l	NA
Sha2014	CAN200	18.0	CAN200_baseline	renal threshold	canagliflozin	urine	LC MS/MS	-15.0	day	13.5	NA	NA	NA	1.6	NA	NA	mmol/l	NA
Sha2014	CAN200	18.0	CAN200_d16	renal threshold	canagliflozin	urine	LC MS/MS	1.0	day	4.9	NA	NA	NA	1.5	NA	NA	mmol/l	NA
Sha2014	CAN400	18.0	CAN400_baseline	renal threshold	canagliflozin	urine	LC MS/MS	-15.0	day	14.0	NA	NA	NA	1.8	NA	NA	mmol/l	NA
Sha2014	CAN400	18.0	CAN400_d16	renal threshold	canagliflozin	urine	LC MS/MS	1.0	day	4.0	NA	NA	NA	1.2	NA	NA	mmol/l	NA
Sha2014	CAN300_BID	18.0	CAN300_BID_baseline	renal threshold	canagliflozin	urine	LC MS/MS	-15.0	day	13.3	NA	NA	NA	1.8	NA	NA	mmol/l	NA
Sha2014	CAN300_BID	18.0	CAN300_BID_d16	renal threshold	canagliflozin	urine	LC MS/MS	1.0	day	4.8	NA	NA	NA	1.3	NA	NA	mmol/l	NA
