study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Devineni2015c	normal_renal	8.0	CAN200	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN200_normal_renal	0.0	hr	0.0				0.0				mole	mg
Devineni2015c	normal_renal	8.0	CAN200	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN200_normal_renal	24.0	hr	2.6995532239414375e-06				1.1698063970412897e-06				mole	mg
