study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	mean_unit	median_unit
Devineni2015c	normal_hepatic	8.0	CAN300	recovery	M7	urine	LC MS/MS	M7_recovery_CAN300_normal_hepatic	0.0	hr	0.0				0.0			count*mole/kilogram	percent
Devineni2015c	normal_hepatic	8.0	CAN300	recovery	M7	urine	LC MS/MS	M7_recovery_CAN300_normal_hepatic	24.0	hr	0.27715114405414115				0.0646148888172736			count*mole/kilogram	percent
