study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Devineni2015c	severe_renal	8.0	CAN200	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN200_severe_renal	0.0	hr	0.0				0.0				mole	mg
Devineni2015c	severe_renal	8.0	CAN200	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN200_severe_renal	24.0	hr	4.4992553732357295e-07				1.799702149294292e-07				mole	mg
