study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	mean_unit	value_unit
Devineni2015c		moderate_renal	8.0	CAN200	concentration	canagliflozin	plasma	LC MS/MS	canagliflozin_CAN200_moderate_renal	0.0	hr		1.004298074382988e-05	17.8571428571426	3.0128942231488487e-05	1.0652189680931661e-05		mole/meter^3	ng/ml
Devineni2015c		moderate_renal	8.0	CAN200	concentration	canagliflozin	plasma	LC MS/MS	canagliflozin_CAN200_moderate_renal	0.5	hr		0.0006126218253736137	428.571428571428	0.0003515043260340414	0.00012427554627753883		mole/meter^3	ng/ml
Devineni2015c		moderate_renal	8.0	CAN200	concentration	canagliflozin	plasma	LC MS/MS	canagliflozin_CAN200_moderate_renal	1.0	hr		0.002801991627528491	2066.96428571428	0.0018479084568646714	0.0006533343004304889		mole/meter^3	ng/ml
Devineni2015c		moderate_renal	8.0	CAN200	concentration	canagliflozin	plasma	LC MS/MS	canagliflozin_CAN200_moderate_renal	1.5	hr		0.003243882780256998	1910.71428571428	0.001054512978102124	0.00037282663883261646		mole/meter^3	ng/ml
Devineni2015c		moderate_renal	8.0	CAN200	concentration	canagliflozin	plasma	LC MS/MS	canagliflozin_CAN200_moderate_renal	2.0	hr		0.003243882780256998	1834.82142857142	0.0008837823054570118	0.000312464230640667		mole/meter^3	ng/ml
Devineni2015c		moderate_renal	8.0	CAN200	concentration	canagliflozin	plasma	LC MS/MS	canagliflozin_CAN200_moderate_renal	3.0	hr		0.0031534959535625324	1647.32142857142	0.0005523639409106268	0.0001952901441504148		mole/meter^3	ng/ml
Devineni2015c		moderate_renal	8.0	CAN200	concentration	canagliflozin	plasma	LC MS/MS	canagliflozin_CAN200_moderate_renal	4.0	hr		0.003143452972818694	1892.85714285714	0.0011147708625651156	0.0003941310181944848		mole/meter^3	ng/ml
Devineni2015c		moderate_renal	8.0	CAN200	concentration	canagliflozin	plasma	LC MS/MS	canagliflozin_CAN200_moderate_renal	5.0	hr		0.002781905666040835	1691.96428571428	0.0010243840358706284	0.0003621744491516834		mole/meter^3	ng/ml
Devineni2015c		moderate_renal	8.0	CAN200	concentration	canagliflozin	plasma	LC MS/MS	canagliflozin_CAN200_moderate_renal	6.0	hr		0.0022094557636425454	1352.67857142857	0.0008335674017378667	0.00029471058117244746		mole/meter^3	ng/ml
Devineni2015c		moderate_renal	8.0	CAN200	concentration	canagliflozin	plasma	LC MS/MS	canagliflozin_CAN200_moderate_renal	8.0	hr		0.0017273926879387157	1035.71428571428	0.0006025788446297743	0.00021304379361863435		mole/meter^3	ng/ml
Devineni2015c		moderate_renal	8.0	CAN200	concentration	canagliflozin	plasma	LC MS/MS	canagliflozin_CAN200_moderate_renal	12.0	hr		0.0011951147085157406	727.678571428571	0.00044189115272850815	0.00015623211532033416		mole/meter^3	ng/ml
Devineni2015c		moderate_renal	8.0	CAN200	concentration	canagliflozin	plasma	LC MS/MS	canagliflozin_CAN200_moderate_renal	24.0	hr		0.0005523639409106358	334.821428571428	0.0002008596148765944	7.101459787287917e-05		mole/meter^3	ng/ml
