study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Devineni2015c	normal_renal	8.0	CAN200	recovery	M5	urine	LC MS/MS	M5_recovery_CAN200_normal_renal	0.0	hr	0.0				0.0				count*mole/kilogram	percent
Devineni2015c	normal_renal	8.0	CAN200	recovery	M5	urine	LC MS/MS	M5_recovery_CAN200_normal_renal	24.0	hr	0.13696422816629067				0.040283596519497256				count*mole/kilogram	percent
