study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	mean_unit	median_unit
Devineni2015c	moderate_hepatic	8.0	CAN300	recovery	M7	urine	LC MS/MS	M7_recovery_CAN300_moderate_heaptic	0.0	hr	0.0				0.0			count*mole/kilogram	percent
Devineni2015c	moderate_hepatic	8.0	CAN300	recovery	M7	urine	LC MS/MS	M7_recovery_CAN300_moderate_heaptic	24.0	hr	0.5559136319690622				0.24975829842088298			count*mole/kilogram	percent
