study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Devineni2015c	moderate_renal	8.0	CAN200	recovery	M7	urine	LC MS/MS	M7_recovery_CAN200_moderate_renal	0.0	hr	0.0				0.0				count*mole/kilogram	percent
Devineni2015c	moderate_renal	8.0	CAN200	recovery	M7	urine	LC MS/MS	M7_recovery_CAN200_moderate_renal	24.0	hr	0.1353528843055108				0.06284241057041573				count*mole/kilogram	percent
