study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	mean_unit	value_unit
Devineni2015c		severe_renal	8.0	CAN200	renal threshold	glucose	urine	LC MS/MS	glucose_RT_CAN200_severe_renal	2.0	hr		3.909610350226814	89.0069686411149	1.0308297386450154	0.3644533492223234		mole/meter^3	mg/dl
Devineni2015c		severe_renal	8.0	CAN200	renal threshold	glucose	urine	LC MS/MS	glucose_RT_CAN200_severe_renal	7.0	hr		3.5953329908838247	84.2508710801393	1.0811141161398923	0.3822315613795093		mole/meter^3	mg/dl
Devineni2015c		severe_renal	8.0	CAN200	renal threshold	glucose	urine	LC MS/MS	glucose_RT_CAN200_severe_renal	17.0	hr		3.934752538974256	90.1393728222996	1.0685430217661744	0.3777870083402131		mole/meter^3	mg/dl
