study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Devineni2015c	moderate_renal	8.0	CAN200	recovery	canagliflozin	urine	LC MS/MS	canagliflozin_recovery_CAN200_moderate_renal	0.0	hr	0.0				0.0				count*mole/kilogram	percent
Devineni2015c	moderate_renal	8.0	CAN200	recovery	canagliflozin	urine	LC MS/MS	canagliflozin_recovery_CAN200_moderate_renal	24.0	hr	0.006748883059853593				0.0033744415299267966				count*mole/kilogram	percent
