study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Devineni2015c	severe_renal	8.0	CAN200	recovery	M7	urine	LC MS/MS	M7_recovery_CAN200_severe_renal	0.0	hr	0.0				0.0				count*mole/kilogram	percent
Devineni2015c	severe_renal	8.0	CAN200	recovery	M7	urine	LC MS/MS	M7_recovery_CAN200_severe_renal	24.0	hr	0.07089912987431518				0.04672897196261682				count*mole/kilogram	percent
