study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Devineni2015c	mild_renal	8.0	CAN200	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN200_mild_renal	0.0	hr	0.0				0.0				mole	mg
Devineni2015c	mild_renal	8.0	CAN200	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_cumulative_amount_CAN200_mild_renal	24.0	hr	1.3497766119707188e-06				4.0493298359121564e-07				mole	mg
