study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Inagaki2014	normal renal	12.0	CAN200	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_urine_CAN200_normal	0.0	hr	0.0								mole	mg
Inagaki2014	normal renal	12.0	CAN200	cumulative amount	canagliflozin	urine	LC MS/MS	canagliflozin_urine_CAN200_normal	72.0	hr	2.515083753638773e-06				8.188644779289027e-07				mole	mg
