study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Inagaki2014	normal renal	12.0	CAN200	recovery	canagliflozin	urine	LC MS/MS	canagliflozin_recovery_urine_CAN200_normal	0.0	hr	0.0								count*mole/kilogram	percent
Inagaki2014	normal renal	12.0	CAN200	recovery	canagliflozin	urine	LC MS/MS	canagliflozin_recovery_urine_CAN200_normal	72.0	hr	0.012575418768193864				0.004094322389644514				count*mole/kilogram	percent
