study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	mean_sd	mean_se	cv	comments	mean_unit	median_unit
Inagaki2014	moderate renal	12.0	CAN100	recovery	canagliflozin	urine	LC MS/MS	canagliflozin_recovery_urine_CAN100_moderate	0.0	hr	0.0								count*mole/kilogram	percent
Inagaki2014	moderate renal	12.0	CAN100	recovery	canagliflozin	urine	LC MS/MS	canagliflozin_recovery_urine_CAN100_moderate	72.0	hr	0.012102996954004113				0.00515164740235491				count*mole/kilogram	percent
